head	relation	tail
C1591208	subgroupOf	C0012695
C0783377	subgroupOf	C0011782
C0981187	subgroupOf	C0724725
C0994489	subgroupOf	C0004954
C0979755	subgroupOf	C0032950
C0977457	subgroupOf	C0062527
C0978058	subgroupOf	C0699440
C1169840	subgroupOf	C0700545
C0687856	subgroupOf	C0000608
C3887833	subgroupOf	C0062527
C0977240	subgroupOf	C0023610
C4017966	subgroupOf	C3264621
C3883467	subgroupOf	C0527189
C0976462	subgroupOf	C0012582
C1996407	subgroupOf	C1328071
C0979542	subgroupOf	C0770456
C1948915	subgroupOf	C0037494
C2930102	subgroupOf	C2348241
C1966259	subgroupOf	C0076110
C0691955	subgroupOf	C0149381
C0978619	subgroupOf	C0025872
C0976563	subgroupOf	C0304455
C0689381	subgroupOf	C0125997
C0937762	subgroupOf	C0008845
C2955209	subgroupOf	C0004963
C0689504	subgroupOf	C0163055
C0982912	subgroupOf	C0304297
C0980709	subgroupOf	C0040134
C0688798	subgroupOf	C0014938
C0690433	subgroupOf	C0038792
C0977174	subgroupOf	C0017725
C0703109	subgroupOf	C0066465
C1329054	subgroupOf	C0014938
C0975958	subgroupOf	C0056519
C0704881	subgroupOf	C0032857
C0690142	subgroupOf	C0600311
C0978635	subgroupOf	C0086620
C0692485	subgroupOf	C0135166
C1320130	subgroupOf	C1176315
C1812987	subgroupOf	C1565750
C0977747	subgroupOf	C0666743
C2718598	subgroupOf	C0043668
C0974804	subgroupOf	C0004906
C0361215	subgroupOf	C0361215
C0705994	subgroupOf	C0014912
C4058346	subgroupOf	C0969324
C0975710	subgroupOf	C0008947
C2724225	subgroupOf	C2724225
C0981732	subgroupOf	C0529793
C0979547	subgroupOf	C0071097
C1509694	subgroupOf	C0036079
C0979932	subgroupOf	C0034415
C0976137	subgroupOf	C0011777
C0776406	subgroupOf	C0042313
C0981532	subgroupOf	C0589978
C0693823	subgroupOf	C0054836
C3268163	subgroupOf	C2350089
C3887827	subgroupOf	C3540733
C1319657	subgroupOf	C1101751
C0980595	subgroupOf	C0039771
C1813193	subgroupOf	C0041942
C2724701	subgroupOf	C0002371
C0590154	subgroupOf	C0039840
C1590998	subgroupOf	C0055895
C0975235	subgroupOf	C0006945
C0978678	subgroupOf	C0026196
C0691130	subgroupOf	C0004057
C1177615	subgroupOf	C0700579
C0705868	subgroupOf	C0063041
C1177458	subgroupOf	C0006681
C0688826	subgroupOf	C0014987
C3504761	subgroupOf	C2698764
C0982792	subgroupOf	C0353148
C0690845	subgroupOf	C0065767
C0974201	subgroupOf	C0002371
C0976106	subgroupOf	C0086135
C2948095	subgroupOf	C0006931
C0938631	subgroupOf	C0796545
C2341699	subgroupOf	C0282275
C1177773	subgroupOf	C0018305
C0690421	subgroupOf	C0038689
C4026038	subgroupOf	C2719626
C0976652	subgroupOf	C2608550
C0709785	subgroupOf	C0039771
C0706006	subgroupOf	C0055461
C2370357	subgroupOf	C0001465
C3817239	subgroupOf	C0242525
C1876827	subgroupOf	C1739826
C3534996	subgroupOf	C1958126
C0980011	subgroupOf	C0073393
C0709150	subgroupOf	C0700583
C0978046	subgroupOf	C0022635
C1700832	subgroupOf	C3489575
C0687887	subgroupOf	C0002644
C0981545	subgroupOf	C0546869
C0688418	subgroupOf	C0010137
C0705395	subgroupOf	C0009137
C0690623	subgroupOf	C0040866
C2745986	subgroupOf	C0304352
C0979221	subgroupOf	C0357797
C2919959	subgroupOf	C0009079
C1640755	subgroupOf	C0937846
C0974225	subgroupOf	C0002575
C0978346	subgroupOf	C0024730
C0982907	subgroupOf	C0040134
C3667598	subgroupOf	C2717561
C4281903	subgroupOf	C0060282
C0792497	subgroupOf	C0007716
C0689307	subgroupOf	C0022635
C3714824	subgroupOf	C0004906
C0975745	subgroupOf	C0009033
C0977098	subgroupOf	C3854019
C0979179	subgroupOf	C0069751
C0978084	subgroupOf	C0064636
C3183667	subgroupOf	C0052657
C0774447	subgroupOf	C0013617
C0978888	subgroupOf	C0600099
C0981224	subgroupOf	C0001367
C0689144	subgroupOf	C0700533
C2366195	subgroupOf	C0876769
C0981518	subgroupOf	C0020740
C0974619	subgroupOf	C0004057
C0978475	subgroupOf	C0025573
C4033644	subgroupOf	C3885614
C0979158	subgroupOf	C0874161
C0693265	subgroupOf	C0001911
C0705865	subgroupOf	C0063041
C0974893	subgroupOf	C0005059
C1352005	subgroupOf	C0002575
C0688212	subgroupOf	C0007716
C2365953	subgroupOf	C0042291
C0981441	subgroupOf	C0733440
C0980187	subgroupOf	C0074722
C0974995	subgroupOf	C0053792
C0693048	subgroupOf	C0087162
C1164801	subgroupOf	C1099776
C3856005	subgroupOf	C0546869
C0974992	subgroupOf	C0053790
C0976804	subgroupOf	C0014987
C0973748	subgroupOf	C0000970
C0977489	subgroupOf	C0062923
C0688597	subgroupOf	C0057992
C0694292	subgroupOf	C0724710
C1164842	subgroupOf	C0033228
C4048642	subgroupOf	C0000608
C1740879	subgroupOf	C0036079
C0980981	subgroupOf	C0700468
C3255412	subgroupOf	C0015846
C0705991	subgroupOf	C0066535
C3871625	subgroupOf	C1872203
C1319663	subgroupOf	C1101751
C1177951	subgroupOf	C0689568
C2684243	subgroupOf	C0247194
C0975738	subgroupOf	C0546860
C0687812	subgroupOf	C0002144
C0691834	subgroupOf	C0037138
C0980085	subgroupOf	C0036079
C0980237	subgroupOf	C0037494
C1873567	subgroupOf	C1120110
C1724059	subgroupOf	C0282275
C0978977	subgroupOf	C0028017
C0688838	subgroupOf	C0059865
C2920197	subgroupOf	C0002680
C1623488	subgroupOf	C0700545
C3820088	subgroupOf	C0005088
C1876838	subgroupOf	C0005088
C1164746	subgroupOf	C0072980
C0977584	subgroupOf	C0020268
C2701326	subgroupOf	C4074403
C0979380	subgroupOf	C0030899
C0702666	subgroupOf	C0020268
C1968379	subgroupOf	C0718066
C0693534	subgroupOf	C0216784
C4073599	subgroupOf	C2000145
C0693605	subgroupOf	C0041942
C2963047	subgroupOf	C0024337
C0976522	subgroupOf	C0209210
C1724251	subgroupOf	C0037518
C3505766	subgroupOf	C1435444
C0980051	subgroupOf	C0289313
C0976026	subgroupOf	C0010523
C0353644	subgroupOf	C0117996
C3264626	subgroupOf	C3264621
C0690870	subgroupOf	C0209227
C0973751	subgroupOf	C0000970
C1329023	subgroupOf	C0536495
C4529363	subgroupOf	C0252643
C3162898	subgroupOf	C0700596
C0976368	subgroupOf	C0012203
C0976384	subgroupOf	C4083129
C4293929	subgroupOf	C0011185
C0689360	subgroupOf	C0546869
C0691279	subgroupOf	C0006931
C1713402	subgroupOf	C0025368
C0981485	subgroupOf	C0004261
C3695403	subgroupOf	C2605855
C0689019	subgroupOf	C0018513
C0691450	subgroupOf	C0016157
C4083807	subgroupOf	C0001047
C0980078	subgroupOf	C0036079
C1967827	subgroupOf	C0012694
C0357995	subgroupOf	C0020268
C0981778	subgroupOf	C0040134
C0980146	subgroupOf	C0074393
C0688426	subgroupOf	C0125988
C0980728	subgroupOf	C0000598
C0781573	subgroupOf	C0007738
C0975414	subgroupOf	C0007561
C4058238	subgroupOf	C3490795
C4073591	subgroupOf	C1176306
C0974886	subgroupOf	C0005059
C1724046	subgroupOf	C1455147
C2586755	subgroupOf	C0062527
C0712079	subgroupOf	C0243237
C0687999	subgroupOf	C0053245
C0974915	subgroupOf	C0005088
C0974584	subgroupOf	C0003968
C0979388	subgroupOf	C0031007
C0976150	subgroupOf	C0086444
C0976831	subgroupOf	C0015133
C3496852	subgroupOf	C0529793
C0781579	subgroupOf	C0007541
C0688561	subgroupOf	C0012010
C1349116	subgroupOf	C0060400
C0977733	subgroupOf	C0589978
C0977235	subgroupOf	C1145763
C1177061	subgroupOf	C0003968
C4082885	subgroupOf	C0887557
C1638296	subgroupOf	C0001047
C0973880	subgroupOf	C0981817
C3264869	subgroupOf	C0595398
C2740672	subgroupOf	C1170743
C0974531	subgroupOf	C0048038
C0976347	subgroupOf	C0282131
C2240974	subgroupOf	C1328071
C0976718	subgroupOf	C0014806
C0978335	subgroupOf	C0024706
C0687939	subgroupOf	C0004147
C3496846	subgroupOf	C2000261
C1828665	subgroupOf	C0017861
C1168814	subgroupOf	C1099456
C0981359	subgroupOf	C0055003
C3887853	subgroupOf	C0007559
C0978262	subgroupOf	C0024056
C0977058	subgroupOf	C0060926
C0980018	subgroupOf	C0649350
C0786604	subgroupOf	C0352536
C1178296	subgroupOf	C0072980
C0702289	subgroupOf	C0011824
C1532755	subgroupOf	C0289884
C4282298	subgroupOf	C0600099
C0976782	subgroupOf	C0795604
C0979271	subgroupOf	C0030350
C4048983	subgroupOf	C0771826
C0979003	subgroupOf	C0028156
C0978496	subgroupOf	C0721688
C1276737	subgroupOf	C0005088
C0690401	subgroupOf	C0038149
C2710125	subgroupOf	C1620287
C1615074	subgroupOf	C0529793
C0974392	subgroupOf	C0002680
C0979008	subgroupOf	C0028157
C4294573	subgroupOf	C3661315
C0973944	subgroupOf	C0440016
C0980563	subgroupOf	C0039771
C0978491	subgroupOf	C0721688
C0772977	subgroupOf	C0037494
C0978519	subgroupOf	C0066101
C0776375	subgroupOf	C0022487
C4281848	subgroupOf	C4281926
C0788106	subgroupOf	C0004057
C1165021	subgroupOf	C0166025
C0981322	subgroupOf	C0007559
C0778051	subgroupOf	C0066814
C4033643	subgroupOf	C3885614
C0979177	subgroupOf	C0029997
C1276932	subgroupOf	C0077408
C0688243	subgroupOf	C0700528
C4018723	subgroupOf	C0700545
C1273269	subgroupOf	C0379200
C0977066	subgroupOf	C0016967
C0974390	subgroupOf	C0002680
C0938594	subgroupOf	C0012133
C1572280	subgroupOf	C3489575
C0979691	subgroupOf	C0872910
C0975059	subgroupOf	C0164386
C3536339	subgroupOf	C0352536
C0792408	subgroupOf	C0074391
C2317377	subgroupOf	C0700473
C0702394	subgroupOf	C0013360
C1576769	subgroupOf	C0677829
C0981681	subgroupOf	C0356588
C0978607	subgroupOf	C0724633
C1321185	subgroupOf	C0378366
C0692493	subgroupOf	C0025219
C0974161	subgroupOf	C0002333
C0980132	subgroupOf	C3489575
C0978232	subgroupOf	C0126120
C4056020	subgroupOf	C2936870
C0936177	subgroupOf	C0006681
C0976342	subgroupOf	C0700583
C0690469	subgroupOf	C0546879
C0980818	subgroupOf	C0040866
C0688143	subgroupOf	C0007248
C4476371	subgroupOf	C0031862
C0732206	subgroupOf	C0254119
C3184486	subgroupOf	C0596005
C1948510	subgroupOf	C0257685
C3264760	subgroupOf	C1099776
C2741606	subgroupOf	C0772054
C0978423	subgroupOf	C0353148
C0687962	subgroupOf	C0004482
C1968012	subgroupOf	C3864327
C1816184	subgroupOf	C0937846
C0976711	subgroupOf	C0014806
C0689910	subgroupOf	C0030817
C0692180	subgroupOf	C0700451
C1591343	subgroupOf	C0013530
C0687830	subgroupOf	C0002501
C0936159	subgroupOf	C0700533
C0978054	subgroupOf	C0022642
C0792962	subgroupOf	C0028040
C2608681	subgroupOf	C0066529
C0693578	subgroupOf	C0282386
C4306826	subgroupOf	C0057258
C0978549	subgroupOf	C0025677
C0693738	subgroupOf	C0245514
C0355699	subgroupOf	C0064636
C0978134	subgroupOf	C0087163
C2719740	subgroupOf	C0700567
C4521085	subgroupOf	C0055895
C0786175	subgroupOf	C0003968
C3701200	subgroupOf	C0700583
C1168779	subgroupOf	C0380393
C4551841	subgroupOf	C0700545
C0688911	subgroupOf	C0016366
C0976016	subgroupOf	C0042845
C0976697	subgroupOf	C0014695
C0780737	subgroupOf	C0286185
C0690527	subgroupOf	C0039943
C0975358	subgroupOf	C0007552
C0981417	subgroupOf	C0014806
C1164912	subgroupOf	C0700583
C0978135	subgroupOf	C0087163
C0978146	subgroupOf	C0079691
C0974899	subgroupOf	C0005059
C0976205	subgroupOf	C0350422
C0976712	subgroupOf	C0014806
C1168934	subgroupOf	C0546869
C4489879	subgroupOf	C0025810
C0975780	subgroupOf	C0009137
C0995029	subgroupOf	C0039871
C3709639	subgroupOf	C0936148
C0874210	subgroupOf	C0032950
C0981382	subgroupOf	C0010977
C2718335	subgroupOf	C1145760
C0991691	subgroupOf	C0020316
C1948859	subgroupOf	C0014912
C0974614	subgroupOf	C0004057
C0773048	subgroupOf	C0006681
C0981370	subgroupOf	C0006674
C0980685	subgroupOf	C0039955
C0981708	subgroupOf	C0244821
C2315873	subgroupOf	C0772139
C4521160	subgroupOf	C0025677
C0978875	subgroupOf	C0068334
C1711637	subgroupOf	C0087000
C0979389	subgroupOf	C0031007
C0975356	subgroupOf	C0007552
C0793313	subgroupOf	C3489575
C0982891	subgroupOf	C0038792
C0975617	subgroupOf	C0008318
C0982732	subgroupOf	C0037508
C3536353	subgroupOf	C2347624
C3484805	subgroupOf	C0066814
C0693584	subgroupOf	C0076829
C2719283	subgroupOf	C0700567
C1161515	subgroupOf	C0600901
C2366402	subgroupOf	C0893761
C0689238	subgroupOf	C0022028
C0689767	subgroupOf	C0028066
C1572345	subgroupOf	C0700529
C3847882	subgroupOf	C2698692
C0982888	subgroupOf	C0038745
C3668465	subgroupOf	C0055568
C3692746	subgroupOf	C0546868
C0978440	subgroupOf	C0353148
C0974840	subgroupOf	C0004975
C0991887	subgroupOf	C0029309
C0979820	subgroupOf	C0546876
C1654661	subgroupOf	C0005059
C0781901	subgroupOf	C0040867
C3249862	subgroupOf	C0015846
C0978358	subgroupOf	C0304526
C0689152	subgroupOf	C0020402
C0691146	subgroupOf	C0004057
C1168728	subgroupOf	C0173083
C3889834	subgroupOf	C0023566
C4056547	subgroupOf	C0006405
C0980952	subgroupOf	C0042313
C0692467	subgroupOf	C0209738
C0689115	subgroupOf	C0020268
C1358771	subgroupOf	C0020261
C3817150	subgroupOf	C0087000
C0981433	subgroupOf	C0733440
C0974596	subgroupOf	C0003968
C0705990	subgroupOf	C0066535
C0980802	subgroupOf	C0040845
C0693586	subgroupOf	C0076829
C0688614	subgroupOf	C0012319
C1572401	subgroupOf	C0024476
C0975328	subgroupOf	C0007538
C0978410	subgroupOf	C0025368
C0689528	subgroupOf	C0025644
C0976052	subgroupOf	C0010648
C0773181	subgroupOf	C0078794
C0975782	subgroupOf	C0009137
C1359886	subgroupOf	C0700548
C0980807	subgroupOf	C0040866
C3855217	subgroupOf	C0022265
C3464107	subgroupOf	C0008318
C3871491	subgroupOf	C0004906
C3529082	subgroupOf	C1872203
C3475083	subgroupOf	C0026187
C4083380	subgroupOf	C1699861
C2365163	subgroupOf	C0169964
C2700670	subgroupOf	C0064636
C2732150	subgroupOf	C0000477
C0982738	subgroupOf	C0017642
C2718646	subgroupOf	C0026187
C2700656	subgroupOf	C0064636
C0690861	subgroupOf	C0085149
C0978345	subgroupOf	C0024730
C0779609	subgroupOf	C0014912
C0978604	subgroupOf	C0025853
C4475098	subgroupOf	C4042342
C3847977	subgroupOf	C0025677
C4048837	subgroupOf	C2721771
C3668789	subgroupOf	C0025677
C4301445	subgroupOf	C2718773
C3887542	subgroupOf	C0014563
C4224829	subgroupOf	C3489764
C4048343	subgroupOf	C0008947
C0976746	subgroupOf	C0014912
C2720019	subgroupOf	C0016277
C3709978	subgroupOf	C1145760
C3486191	subgroupOf	C0014563
C0939172	subgroupOf	C0169964
C2702496	subgroupOf	C0169964
C3887836	subgroupOf	C0393022
C0980965	subgroupOf	C0078569
C0694382	subgroupOf	C0253563
C1588477	subgroupOf	C0061863
C4325129	subgroupOf	C3660996
C4224890	subgroupOf	C0025677
C4519012	subgroupOf	C1723401
C0980967	subgroupOf	C0078569
C3883283	subgroupOf	C0299792
C0979097	subgroupOf	C0028833
C3709975	subgroupOf	C1145760
C2926843	subgroupOf	C2830183
C3887619	subgroupOf	C0001443
C1724241	subgroupOf	C1739462
C1738052	subgroupOf	C0169964
C3847891	subgroupOf	C0167117
C0938946	subgroupOf	C0014912
C1572624	subgroupOf	C0017887
C0939177	subgroupOf	C0169964
C0774317	subgroupOf	C0006405
C4282235	subgroupOf	C0143993
C1142614	subgroupOf	C0039925
C0875662	subgroupOf	C0039601
C4048441	subgroupOf	C0282386
C2756446	subgroupOf	C0071330
C1814193	subgroupOf	C0017725
C3887814	subgroupOf	C0672596
C3667802	subgroupOf	C2973895
C1329862	subgroupOf	C0014912
C4048725	subgroupOf	C0016277
C0976748	subgroupOf	C0014912
C0693581	subgroupOf	C0282386
C0978992	subgroupOf	C0028116
C0981534	subgroupOf	C0022635
C2700654	subgroupOf	C0064636
C0980515	subgroupOf	C0039601
C1177667	subgroupOf	C0059865
C2683243	subgroupOf	C0377265
C1827446	subgroupOf	C0717758
C4477676	subgroupOf	C1619966
C3663526	subgroupOf	C3541367
C0354080	subgroupOf	C0012265
C0785725	subgroupOf	C0015846
C0785727	subgroupOf	C0015846
C3652001	subgroupOf	C0085149
C4282373	subgroupOf	C0076829
C2369146	subgroupOf	C0061863
C3475073	subgroupOf	C0026187
C2242385	subgroupOf	C1122087
C1131240	subgroupOf	C0001443
C1877850	subgroupOf	C0169964
C2721788	subgroupOf	C0079466
C0980558	subgroupOf	C0039771
C0689760	subgroupOf	C0028040
C0976756	subgroupOf	C0014912
C4083431	subgroupOf	C0002658
C2346398	subgroupOf	C0012010
C4282228	subgroupOf	C0028066
C0975123	subgroupOf	C0006674
C2344625	subgroupOf	C0244821
C4059409	subgroupOf	C2352806
C4048444	subgroupOf	C0060180
C4017866	subgroupOf	C0281581
C0705782	subgroupOf	C0247025
C0979098	subgroupOf	C0028833
C2702061	subgroupOf	C0123091
C2684188	subgroupOf	C0244821
C0688861	subgroupOf	C0015846
C1177869	subgroupOf	C0022635
C0781214	subgroupOf	C0087163
C3834414	subgroupOf	C0006405
C4476349	subgroupOf	C3885145
C4083453	subgroupOf	C0002658
C0980434	subgroupOf	C0075632
C1344447	subgroupOf	C0796392
C4048868	subgroupOf	C0004609
C0691000	subgroupOf	C0041175
C3847978	subgroupOf	C0025677
C4083465	subgroupOf	C0002658
C0690966	subgroupOf	C0028040
C0731939	subgroupOf	C0036442
C4224830	subgroupOf	C3489764
C4082679	subgroupOf	C0146224
C2723100	subgroupOf	C0753678
C1965016	subgroupOf	C0081408
C1363119	subgroupOf	C0024027
C1711766	subgroupOf	C0114873
C3817494	subgroupOf	C2607479
C1877849	subgroupOf	C0169964
C4048440	subgroupOf	C0282386
C0980955	subgroupOf	C0042313
C0789930	subgroupOf	C0014912
C1329091	subgroupOf	C0220578
C4477433	subgroupOf	C0070694
C0980733	subgroupOf	C0040233
C1712050	subgroupOf	C0020740
C3888266	subgroupOf	C1608841
C0978213	subgroupOf	C0663241
C0980963	subgroupOf	C0078569
C3247936	subgroupOf	C0377265
C3893100	subgroupOf	C3892863
C3857712	subgroupOf	C0014912
C4281839	subgroupOf	C3854019
C0981326	subgroupOf	C0009014
C2702173	subgroupOf	C1608841
C3537436	subgroupOf	C3542463
C1961906	subgroupOf	C0649350
C0980517	subgroupOf	C0039601
C3204678	subgroupOf	C2001271
C1711937	subgroupOf	C0012702
C4281896	subgroupOf	C0042313
C3892219	subgroupOf	C0015846
C0976415	subgroupOf	C0012383
C1962127	subgroupOf	C0001443
C0976148	subgroupOf	C0113293
C0976495	subgroupOf	C0012963
C1272465	subgroupOf	C0935916
C2683655	subgroupOf	C0169964
C3847982	subgroupOf	C0025677
C4281864	subgroupOf	C0017887
C4046769	subgroupOf	C3491162
C3652002	subgroupOf	C0085149
C0875668	subgroupOf	C0014912
C3883282	subgroupOf	C0299792
C0976753	subgroupOf	C0014912
C1695954	subgroupOf	C0025810
C3530962	subgroupOf	C0069751
C1962152	subgroupOf	C0014563
C1329127	subgroupOf	C0014912
C4048850	subgroupOf	C0069717
C2365903	subgroupOf	C0078569
C4082894	subgroupOf	C0043668
C1964306	subgroupOf	C0073633
C3497781	subgroupOf	C3542463
C2365446	subgroupOf	C0377265
C1591469	subgroupOf	C0071304
C3530961	subgroupOf	C0069751
C0773954	subgroupOf	C0014912
C0975242	subgroupOf	C0006949
C2720040	subgroupOf	C0017887
C0978343	subgroupOf	C0024730
C4530148	subgroupOf	C3273719
C3191286	subgroupOf	C1619966
C3888424	subgroupOf	C3658706
C3204689	subgroupOf	C2001271
C3888296	subgroupOf	C1609165
C0975244	subgroupOf	C0006949
C0978982	subgroupOf	C0028040
C3152807	subgroupOf	C0027996
C0689761	subgroupOf	C0028040
C0980492	subgroupOf	C0039512
C3535700	subgroupOf	C0004609
C1322121	subgroupOf	C0015772
C3663534	subgroupOf	C3541367
C4224888	subgroupOf	C0025677
C0939176	subgroupOf	C0169964
C1178599	subgroupOf	C0028066
C0774406	subgroupOf	C0025659
C4082787	subgroupOf	C0013136
C3663538	subgroupOf	C3541367
C4522699	subgroupOf	C0002403
C1363069	subgroupOf	C0002333
C0689763	subgroupOf	C0028040
C0976749	subgroupOf	C0014912
C3204684	subgroupOf	C2001271
C1700019	subgroupOf	C0036579
C0976747	subgroupOf	C0014912
C0976743	subgroupOf	C0014912
C1591474	subgroupOf	C0000981
C1272466	subgroupOf	C1136535
C3888268	subgroupOf	C1608841
C0978987	subgroupOf	C0028066
C0780752	subgroupOf	C0014912
C3668795	subgroupOf	C0025677
C4048452	subgroupOf	C0247025
C0981462	subgroupOf	C0017642
C3485623	subgroupOf	C3485619
C2747104	subgroupOf	C0006405
C4283666	subgroupOf	C0061863
C1711767	subgroupOf	C0114873
C3152805	subgroupOf	C0027996
C0977019	subgroupOf	C0048504
C2938132	subgroupOf	C2350656
C1533409	subgroupOf	C1172734
C1711788	subgroupOf	C0018305
C3887815	subgroupOf	C0663241
C1329861	subgroupOf	C0014912
C0355809	subgroupOf	C0028040
C2365901	subgroupOf	C0078569
C0781942	subgroupOf	C0014912
C2684759	subgroupOf	C0169964
C1698387	subgroupOf	C0036579
C4534734	subgroupOf	C1176306
C3817496	subgroupOf	C0076829
C3474327	subgroupOf	C2983812
C3892217	subgroupOf	C0015846
C1813815	subgroupOf	C0753678
C2939613	subgroupOf	C0026187
C2369195	subgroupOf	C0127615
C2370743	subgroupOf	C1955474
C4473953	subgroupOf	C4055109
C0939100	subgroupOf	C0169964
C3692837	subgroupOf	C2742503
C3529093	subgroupOf	C1872203
C3709981	subgroupOf	C1145760
C1813813	subgroupOf	C0753678
C4282067	subgroupOf	C0028066
C3854171	subgroupOf	C0383429
C3200624	subgroupOf	C0018546
C4083326	subgroupOf	C0007554
C0975321	subgroupOf	C0007537
C0981549	subgroupOf	C0024002
C0773955	subgroupOf	C0014912
C0976745	subgroupOf	C0014912
C1949283	subgroupOf	C0123091
C0939667	subgroupOf	C0169964
C3665688	subgroupOf	C2353893
C2979266	subgroupOf	C0028833
C1877853	subgroupOf	C0169964
C3531318	subgroupOf	C0054201
C2722454	subgroupOf	C0169964
C2242337	subgroupOf	C0169964
C0978252	subgroupOf	C0024002
C0978251	subgroupOf	C0024002
C4048569	subgroupOf	C0169964
C4083779	subgroupOf	C2930696
C4238550	subgroupOf	C0030049
C3245316	subgroupOf	C0039601
C4518977	subgroupOf	C1723401
C4530396	subgroupOf	C0167117
C3888295	subgroupOf	C1609165
C2346394	subgroupOf	C0012010
C1178718	subgroupOf	C0082608
C0978989	subgroupOf	C0028066
C3817130	subgroupOf	C0936148
C0978624	subgroupOf	C0025872
C0694021	subgroupOf	C0006949
C0975709	subgroupOf	C0008947
C3887730	subgroupOf	C0075632
C3857252	subgroupOf	C3179549
C4238544	subgroupOf	C0030049
C4238532	subgroupOf	C0030049
C3888100	subgroupOf	C0001443
C1363068	subgroupOf	C0002333
C3186998	subgroupOf	C0000970
C4317579	subgroupOf	C2698152
C0978993	subgroupOf	C0028116
C1961908	subgroupOf	C0649350
C3473370	subgroupOf	C1328025
C3152802	subgroupOf	C0027996
C4281900	subgroupOf	C0017887
C0938354	subgroupOf	C0383429
C1615103	subgroupOf	C1615657
C4522937	subgroupOf	C0066522
C1572621	subgroupOf	C0017887
C1876858	subgroupOf	C0014563
C0781671	subgroupOf	C3854019
C4046872	subgroupOf	C3491162
C3282660	subgroupOf	C1700683
C3204688	subgroupOf	C2001271
C2721781	subgroupOf	C0079466
C2747114	subgroupOf	C0006405
C4048724	subgroupOf	C0016277
C2918880	subgroupOf	C0169964
C3858251	subgroupOf	C1122087
C4050815	subgroupOf	C0085149
C1168709	subgroupOf	C0536495
C0778581	subgroupOf	C0092801
C1586483	subgroupOf	C0014912
C2700707	subgroupOf	C0064636
C4049077	subgroupOf	C3485619
C4082897	subgroupOf	C0020823
C1178547	subgroupOf	C0028116
C4048349	subgroupOf	C0011015
C4238096	subgroupOf	C0030049
C1169015	subgroupOf	C0028066
C1177906	subgroupOf	C0024027
C3249117	subgroupOf	C0002335
C0354540	subgroupOf	C0014563
C1877848	subgroupOf	C0169964
